P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35
tha\,1,1,4,6,4,4,3,10,3,5,10,2,10,4,1,1,10,4,6,7,6,8,0,0,10,2,0,0,0,0,0,0,8,3
tha\,1,1,1,3,2,2,3,4,2,4,10,5,4,3,10,5,10,5,10,8,8,10,2,2,10,2,0,0,0,0,0,0,9,7
tha\,1,0,4,6,4,7,2,1,6,3,10,3,6,3,10,10,10,4,7,7,4,10,3,3,10,2,0,0,0,0,0,0,8,7
tha\,1,0,5,6,5,7,8,3,1,2,10,2,5,3,10,8,10,5,5,6,5,10,1,1,10,2,0,0,0,0,3,4,7,6
tha\,0,1,6,6,6,6,9,7,2,2,10,2,2,2,10,3,10,5,5,5,2,10,4,4,10,2,0,0,0,0,2,5,7,6
tha\,1,0,7,6,7,6,9,8,4,5,10,2,10,2,10,4,10,3,3,5,3,9,3,4,10,1,0,0,0,0,0,0,9,7
va\,1,1,2,1,3,10,2,10,5,4,10,4,0,0,0,0,10,3,10,1,0,0,0,0,10,2,6,5,3,4,1,1,9,6
va\,1,1,0,0,5,10,3,10,2,2,10,6,0,0,0,0,10,4,10,1,0,0,0,0,10,1,4,6,0,0,1,1,8,7
va\,1,1,0,0,2,4,2,10,3,3,5,4,5,6,0,0,10,6,10,3,0,0,0,0,10,3,8,7,0,0,0,0,3,2
va\,1,0,0,0,4,7,3,10,3,3,6,3,4,3,0,0,10,2,9,3,1,2,0,0,10,3,0,0,6,10,4,10,1,2
va\,0,0,0,0,5,9,2,10,4,4,9,5,1,1,0,0,10,3,10,4,0,0,0,0,10,5,2,2,5,10,4,10,3,3
va\,0,1,0,0,8,10,3,10,6,5,10,5,0,0,0,0,10,2,10,3,0,0,0,0,10,4,7,5,3,4,4,8,3,3
va\,0,1,0,0,5,8,3,10,4,3,6,3,4,3,0,0,10,4,10,3,0,0,0,0,10,3,3,2,5,7,2,5,6,6
va\,0,1,2,2,4,10,2,10,5,5,10,5,0,0,0,0,10,4,10,3,0,0,0,0,10,4,6,5,3,2,3,7,5,4
va\,1,1,1,1,4,10,1,10,4,4,10,4,0,0,0,0,10,3,10,6,0,0,0,0,10,2,0,0,0,0,0,0,7,5
va\,0,1,0,0,7,10,2,10,5,5,10,6,0,0,0,0,10,2,10,2,0,0,0,0,10,4,4,5,4,10,6,10,3,3
va\,1,1,0,0,5,10,3,10,2,1,10,6,0,0,0,0,10,6,10,3,0,0,0,0,10,3,1,3,0,0,3,4,6,6
va\,1,-1,2,3,6,10,3,10,8,8,10,7,5,10,1,4,10,9,10,3,0,0,0,0,10,3,8,7,0,0,0,0,3,2
va\,1,0,0,0,4,7,3,10,3,2,6,3,4,3,0,0,10,5,10,3,0,0,0,0,10,3,1,1,7,10,4,10,5,4
va\,1,1,1,1,4,10,1,10,4,4,10,4,0,0,0,0,10,3,10,6,0,0,0,0,10,2,0,0,0,0,0,0,7,5
va\,1,1,3,3,3,10,3,10,1,1,10,5,0,0,0,0,10,6,10,4,0,0,0,0,10,3,3,8,1,5,1,8,6,6
va\,1,1,0,0,3,9,1,10,3,3,9,4,1,1,0,0,10,4,10,1,0,0,0,0,10,1,7,4,3,4,0,0,8,7
va\,1,1,0,0,0,0,0,0,0,0,10,5,2,10,2,10,8,4,10,1,0,0,0,0,10,1,3,1,0,0,0,0,5,1
va\,1,1,0,0,2,7,2,9,0,0,10,6,2,3,2,1,10,8,10,2,0,0,0,0,10,2,7,2,0,0,0,0,8,3
za\,0,0,9,1,4,7,0,0,4,1,10,8,9,4,8,3,10,8,10,1,0,0,10,8,2,1,8,8,1,10,2,10,1,4
za\,0,1,7,1,0,0,0,0,0,0,10,1,10,8,5,3,8,3,10,8,9,6,10,8,9,8,4,1,0,0,9,5,0,0
za\,0,0,1,1,1,2,7,9,4,2,10,3,10,3,10,4,10,1,10,4,10,5,10,5,6,9,1,1,8,5,1,5,0,0
za\,0,0,8,1,1,4,8,7,5,1,10,2,10,4,10,6,5,1,10,3,10,1,10,6,7,9,8,5,8,4,1,4,0,0
za\,0,1,8,1,2,6,0,0,0,0,10,1,10,4,7,2,10,5,10,8,5,2,10,9,8,6,1,1,0,0,9,3,0,0
za\,0,1,7,1,2,6,0,0,0,0,10,1,10,3,8,3,6,4,10,8,4,2,9,10,10,6,3,1,6,4,3,1,0,0
za\,1,1,8,1,2,5,1,1,0,0,10,1,10,4,3,2,7,6,10,8,4,3,6,10,10,5,8,1,0,0,8,1,0,0
za\,0,0,9,3,3,7,1,1,0,0,10,1,10,2,10,3,9,7,10,7,3,3,8,10,10,5,10,3,2,3,0,0,0,0
za\,0,1,4,2,2,5,6,3,1,4,10,2,10,5,6,1,8,4,10,7,7,3,10,9,0,0,8,2,4,2,4,1,0,0
za\,0,0,9,3,0,0,0,0,0,0,10,1,10,9,8,4,5,6,10,7,10,4,8,9,2,3,6,2,9,5,0,0,0,0
za\,0,1,8,1,2,6,0,0,0,0,10,1,10,4,7,2,10,5,10,8,5,2,10,9,8,6,1,1,0,0,9,3,0,0
za\,0,0,9,2,3,6,1,1,1,6,10,7,10,4,0,0,10,7,10,9,1,10,9,10,5,5,9,1,0,0,0,0,4,2
za\,2,0,9,1,4,9,0,0,3,1,10,8,9,2,10,2,10,8,10,1,0,0,10,9,1,1,8,8,1,10,3,10,1,6
za\,0,0,6,1,2,6,7,8,3,5,10,1,10,5,10,4,9,4,10,8,6,1,6,10,4,4,10,9,2,10,0,4,0,0
za\,0,1,7,1,4,8,3,3,4,3,10,7,9,3,10,4,10,9,10,1,0,0,5,5,0,0,7,7,1,10,2,9,1,3
za\,0,0,9,2,3,9,2,1,0,0,10,7,8,1,10,4,9,8,10,1,3,1,8,8,1,1,9,7,1,9,1,10,1,4
za\,0,0,8,1,4,8,1,1,1,1,10,5,7,3,5,6,10,8,10,6,0,0,10,4,5,2,8,8,1,10,3,10,8,9
za\,0,-7,5,1,5,9,10,8,5,9,10,8,10,4,10,10,9,6,10,8,8,10,7,10,5,4,10,9,2,10,2,10,0,1
